entry_time,exit_time,direction,entry,sl,tp,exit_price,outcome,score,risk_eur,pnl,balance,choch,ob,liq,fvg,pd,bos,sd
2025-10-22 11:15:00,2025-10-22 17:45:00,SHORT,1.15917,1.16067,1.1561700000000001,1.16067,LOSS,5,200.0,-200.0,19800.0,True,True,True,True,False,True,True
2025-10-24 10:45:00,2025-10-24 15:30:00,SHORT,1.16213,1.1636300000000002,1.1591300000000002,1.1636300000000002,LOSS,5,198.0,-198.0,19602.0,False,True,True,True,True,False,True
2025-11-11 10:00:00,2025-11-11 13:00:00,SHORT,1.156,1.1575,1.153,1.1575,LOSS,5,196.02,-196.02,19405.98,False,True,True,True,True,False,True
2025-11-12 09:00:00,2025-11-12 18:00:00,SHORT,1.15822,1.15972,1.1552200000000001,1.15972,LOSS,5,194.0598,-194.0598,19211.9202,False,False,True,True,False,True,False
2025-11-12 18:15:00,2025-11-13 09:45:00,SHORT,1.15961,1.16111,1.1566100000000001,1.16111,LOSS,5,192.119202,-192.119202,19019.800998,False,False,True,True,True,True,False
2025-11-13 12:15:00,2025-11-13 17:30:00,SHORT,1.16162,1.1631200000000002,1.1586200000000002,1.1631200000000002,LOSS,5,190.19800998,-190.19800998,18829.60298802,False,True,True,True,True,False,True
2025-11-14 09:15:00,2025-11-14 13:00:00,SHORT,1.16421,1.16571,1.16121,1.16121,WIN,5,188.2960298802,376.5920597604,19206.195047780402,False,True,True,True,True,False,False
2025-11-17 12:30:00,2025-11-18 18:00:00,SHORT,1.16067,1.1621700000000001,1.1576700000000002,1.1576700000000002,WIN,5,192.06195047780403,384.12390095560806,19590.31894873601,False,True,True,True,False,False,True
2025-11-20 08:15:00,2025-11-20 15:30:00,SHORT,1.15214,1.15364,1.14914,1.15364,LOSS,5,195.9031894873601,-195.9031894873601,19394.41575924865,False,True,True,True,False,True,True
2025-11-21 12:15:00,2025-11-24 10:15:00,SHORT,1.15171,1.15321,1.1487100000000001,1.15321,LOSS,5,193.9441575924865,-193.9441575924865,19200.471601656165,False,False,True,True,False,True,False
2025-11-24 20:15:00,2025-11-25 11:15:00,SHORT,1.15209,1.1535900000000001,1.1490900000000002,1.1535900000000001,LOSS,5,192.00471601656164,-192.00471601656164,19008.466885639602,False,True,False,True,False,True,False
2025-12-09 08:15:00,2025-12-09 17:00:00,LONG,1.16431,1.16281,1.1673099999999998,1.16281,LOSS,5,190.084668856396,-190.084668856396,18818.382216783208,False,False,True,True,False,True,False
2025-12-09 18:45:00,2025-12-09 20:00:00,LONG,1.16369,1.1621899999999998,1.1666899999999998,1.1621899999999998,LOSS,5,188.1838221678321,-188.1838221678321,18630.198394615374,False,True,True,True,False,False,False
2025-12-12 03:45:00,2025-12-12 14:30:00,LONG,1.17369,1.1721899999999998,1.1766899999999998,1.1721899999999998,LOSS,5,186.30198394615374,-186.30198394615374,18443.896410669222,False,True,True,True,True,True,True
2025-12-12 21:00:00,2025-12-15 10:00:00,LONG,1.17415,1.17265,1.17715,1.17265,LOSS,5,184.43896410669223,-184.43896410669223,18259.45744656253,False,False,False,True,False,True,False
2025-12-15 10:45:00,2025-12-15 17:00:00,LONG,1.17359,1.1720899999999999,1.1765899999999998,1.1765899999999998,WIN,5,182.5945744656253,365.1891489312506,18624.64659549378,False,False,True,True,False,False,False
2025-12-15 17:30:00,2025-12-15 20:15:00,LONG,1.17584,1.17434,1.1788399999999999,1.17434,LOSS,5,186.2464659549378,-186.2464659549378,18438.400129538844,False,False,False,True,False,True,False
2025-12-15 22:00:00,2025-12-16 14:45:00,LONG,1.17482,1.17332,1.1778199999999999,1.1778199999999999,WIN,5,184.38400129538843,368.76800259077686,18807.16813212962,False,False,True,True,False,False,False
2025-12-16 17:15:00,2025-12-16 17:45:00,LONG,1.17876,1.17726,1.18176,1.17726,LOSS,5,188.0716813212962,-188.0716813212962,18619.096450808323,False,True,False,True,False,True,True
2025-12-16 18:00:00,2025-12-16 20:00:00,LONG,1.177,1.1755,1.18,1.1755,LOSS,5,186.19096450808323,-186.19096450808323,18432.90548630024,False,True,False,True,True,True,False
2025-12-17 15:15:00,2025-12-17 17:00:00,LONG,1.17211,1.17061,1.1751099999999999,1.1751099999999999,WIN,5,184.3290548630024,368.6581097260048,18801.563596026244,True,True,False,True,True,True,True
2025-12-18 15:30:00,2025-12-18 15:30:00,LONG,1.17254,1.1710399999999999,1.1755399999999998,1.1755399999999998,WIN,5,188.01563596026244,376.0312719205249,19177.59486794677,True,True,True,True,True,True,True
2025-12-18 15:45:00,2025-12-18 17:15:00,LONG,1.17393,1.1724299999999999,1.1769299999999998,1.1724299999999999,LOSS,5,191.7759486794677,-191.7759486794677,18985.8189192673,True,True,True,True,False,True,True
2025-12-18 17:30:00,2025-12-19 09:45:00,LONG,1.17232,1.17082,1.17532,1.17082,LOSS,6,189.85818919267302,-189.85818919267302,18795.96073007463,True,True,True,True,True,True,True
2025-12-19 18:00:00,2025-12-22 14:00:00,LONG,1.17096,1.16946,1.17396,1.17396,WIN,5,187.95960730074628,375.91921460149257,19171.879944676122,False,False,True,True,True,True,False
2025-12-31 13:00:00,2025-12-31 17:00:00,LONG,1.17391,1.17241,1.17691,1.17241,LOSS,5,191.7187994467612,-191.7187994467612,18980.161145229362,True,False,True,True,False,True,False
2026-01-05 17:15:00,2026-01-05 20:30:00,LONG,1.16943,1.16793,1.1724299999999999,1.1724299999999999,WIN,6,189.80161145229363,379.60322290458726,19359.76436813395,True,True,True,True,False,True,True
2026-01-06 09:15:00,2026-01-06 11:00:00,LONG,1.17381,1.17231,1.17681,1.17231,LOSS,5,193.5976436813395,-193.5976436813395,19166.16672445261,True,False,True,True,False,True,False
2026-01-06 11:15:00,2026-01-06 14:30:00,LONG,1.17181,1.17031,1.17481,1.17031,LOSS,5,191.66166724452611,-191.66166724452611,18974.505057208084,True,False,True,True,True,True,False
2026-01-07 03:00:00,2026-01-07 10:00:00,LONG,1.16919,1.16769,1.1721899999999998,1.16769,LOSS,5,189.74505057208083,-189.74505057208083,18784.760006636003,False,True,False,True,True,True,True
2026-01-07 18:15:00,2026-01-08 15:30:00,LONG,1.16831,1.16681,1.1713099999999999,1.16681,LOSS,5,187.84760006636003,-187.84760006636003,18596.91240656964,False,True,True,True,True,True,False
2026-01-09 18:00:00,2026-01-12 01:15:00,LONG,1.16406,1.16256,1.16706,1.16256,LOSS,5,185.9691240656964,-185.9691240656964,18410.943282503944,True,True,True,True,False,True,False
2026-01-12 02:15:00,2026-01-12 09:00:00,LONG,1.16438,1.16288,1.1673799999999999,1.1673799999999999,WIN,5,184.10943282503945,368.2188656500789,18779.162148154024,False,True,True,False,False,True,True
2026-01-12 09:15:00,2026-01-13 02:30:00,LONG,1.16759,1.1660899999999998,1.1705899999999998,1.1660899999999998,LOSS,5,187.79162148154023,-187.79162148154023,18591.370526672483,True,False,True,True,False,True,False
2026-01-13 07:45:00,2026-01-13 17:15:00,LONG,1.16633,1.16483,1.16933,1.16483,LOSS,5,185.91370526672483,-185.91370526672483,18405.456821405758,False,True,False,True,True,True,False
2026-02-11 04:30:00,2026-02-11 15:30:00,LONG,1.19073,1.18923,1.19373,1.18923,LOSS,5,184.05456821405758,-184.05456821405758,18221.4022531917,True,True,True,True,True,True,True
2026-02-12 09:45:00,2026-02-12 20:15:00,LONG,1.18716,1.18566,1.1901599999999999,1.18566,LOSS,5,182.214022531917,-182.214022531917,18039.188230659784,True,True,True,True,False,True,True
2026-02-24 17:45:00,2026-02-24 18:15:00,SHORT,1.17745,1.1789500000000002,1.1744500000000002,1.1789500000000002,LOSS,5,180.39188230659784,-180.39188230659784,17858.796348353186,False,False,True,True,False,True,False
